callDateTime,priority,district,description,callNumber,incidentLocation,location
09/11/2017 10:59:00 PM,Medium,CD,BEHAVIOR CRISIS,P172542908,400 CUMMINGS CT,"400 CUMMINGS CT
BALTIMORE, MD
(39.30117, -76.62503)"
09/12/2017 10:54:00 AM,Medium,WD,BEHAVIOR CRISIS,P172550912,1300 N STOCKTON ST,"1300 N STOCKTON ST
BALTIMORE, MD
(39.303575, -76.63747)"
09/12/2017 02:06:00 PM,Medium,ND,BEHAVIOR CRISIS,P172551403,2400 W BELVEDERE AV,"2400 W BELVEDERE AV
BALTIMORE, MD
(39.354767, -76.662273)"
09/12/2017 11:41:00 AM,Medium,CD,BEHAVIOR CRISIS,P172551041,1100 N CALVERT ST,"1100 N CALVERT ST
BALTIMORE, MD
(39.302778, -76.613237)"
09/12/2017 02:07:00 PM,Medium,SW,BEHAVIOR CRISIS,P172551393,3300 ELGIN AV,"3300 ELGIN AV
BALTIMORE, MD
(39.313147, -76.672849)"
09/12/2017 12:20:00 AM,Medium,SD,BEHAVIOR CRISIS,P172550047,1400 S CHARLES ST,"1400 S CHARLES ST
BALTIMORE, MD
(39.273564, -76.614157)"
09/12/2017 02:49:00 PM,Medium,ND,BEHAVIOR CRISIS,P172551494,5800 YORK RD,"5800 YORK RD
BALTIMORE, MD
(39.36063, -76.609939)"
09/12/2017 09:03:00 AM,Medium,SD,BEHAVIOR CRISIS,P172550667,400 CAMBRIA ST,"400 CAMBRIA ST
BALTIMORE, MD
(39.236607, -76.605338)"
09/12/2017 10:23:00 AM,Medium,ED,BEHAVIOR CRISIS,P172550837,400 E MADISON ST,"400 E MADISON ST
BALTIMORE, MD
(39.298822, -76.60928)"
09/12/2017 03:33:00 AM,Medium,ND,BEHAVIOR CRISIS,P172550247,2500 W COLD SPRING LN,"2500 W COLD SPRING LN
BALTIMORE, MD
(39.340682, -76.661703)"
09/12/2017 07:51:00 AM,Medium,NE,BEHAVIOR CRISIS,P172550487,4600 FRANKFORD AV,"4600 FRANKFORD AV
BALTIMORE, MD
(39.333726, -76.547811)"
09/11/2017 08:35:00 PM,Medium,WD,BEHAVIOR CRISIS,P172542544,1600 LORMAN CT,"1600 LORMAN CT
BALTIMORE, MD
(39.303942, -76.643234)"
09/11/2017 07:58:00 PM,Medium,SD,BEHAVIOR CRISIS,P172542446,400 CAMBRIA ST,"400 CAMBRIA ST
BALTIMORE, MD
(39.236607, -76.605338)"
09/11/2017 03:30:00 PM,Medium,SW,BEHAVIOR CRISIS,P172541564,900 DESOTO RD,"900 DESOTO RD
BALTIMORE, MD
(39.274416, -76.667694)"
09/11/2017 08:07:00 PM,Medium,SD,BEHAVIOR CRISIS,P172542458,2300 W PATAPSCO AV,"2300 W PATAPSCO AV
BALTIMORE, MD
(39.251627, -76.647306)"
09/11/2017 06:42:00 PM,Medium,NW,BEHAVIOR CRISIS,P172542201,4100 PATTERSON AV,"4100 PATTERSON AV
BALTIMORE, MD
(39.355006, -76.703727)"
09/11/2017 06:37:00 PM,Medium,ND,BEHAVIOR CRISIS,P172542192,700 W 34TH ST,"700 W 34TH ST
BALTIMORE, MD
(39.328722, -76.628028)"
09/11/2017 06:59:00 PM,Medium,SD,BEHAVIOR CRISIS,P172542271,3900 FAIRHAVEN AV,"3900 FAIRHAVEN AV
BALTIMORE, MD
(39.229657, -76.590407)"
09/11/2017 02:34:00 PM,Medium,ED,BEHAVIOR CRISIS,P172541419,2300 ASHLAND AV,"2300 ASHLAND AV
BALTIMORE, MD
(39.300869, -76.584793)"
09/11/2017 07:38:00 PM,Medium,SD,BEHAVIOR CRISIS,P172542396,1300 HOLLINS ST,"1300 HOLLINS ST
BALTIMORE, MD
(39.287535, -76.638238)"
09/10/2017 11:49:00 PM,Medium,SW,BEHAVIOR CRISIS,P172532771,4200 BLK WALRAD ST,"4200 BLK WALRAD ST
BALTIMORE, MD
(39.279914, -76.684928)"
09/11/2017 11:46:00 AM,Medium,ED,BEHAVIOR CRISIS,P172540988,3800 E BIDDLE ST,"3800 E BIDDLE ST
BALTIMORE, MD
(39.305409, -76.566105)"
09/11/2017 12:24:00 AM,Medium,SW,BEHAVIOR CRISIS,P172540041,4200 BLK WALRAD ST,"4200 BLK WALRAD ST
BALTIMORE, MD
(39.279914, -76.684928)"
09/11/2017 12:20:00 AM,Medium,CD,BEHAVIOR CRISIS,P172540031,900 PENNSYLVANIA AV,"900 PENNSYLVANIA AV
BALTIMORE, MD
(39.296611, -76.626106)"
09/11/2017 11:25:00 AM,Medium,ND,BEHAVIOR CRISIS,P172540941,900 EVESHAM AV,"900 EVESHAM AV
BALTIMORE, MD
(39.361818, -76.60161)"
09/11/2017 02:07:00 PM,Medium,NW,BEHAVIOR CRISIS,P172541354,5700 PARK HEIGHTS AV,"5700 PARK HEIGHTS AV
BALTIMORE, MD
(39.353564, -76.686165)"
09/10/2017 10:17:00 PM,Medium,SD,BEHAVIOR CRISIS,P172532564,4000 6TH ST,"4000 6TH ST
BALTIMORE, MD
(39.231936, -76.603738)"
09/10/2017 09:20:00 PM,Medium,NW,BEHAVIOR CRISIS,P172532445,2900 RIDGEWOOD AV,"2900 RIDGEWOOD AV
BALTIMORE, MD
(39.339142, -76.670943)"
09/12/2017 11:23:00 AM,Medium,SW,BEHAVIOR CRISIS,P172550977,2600 BLK FREDERICK AV,"2600 BLK FREDERICK AV
BALTIMORE, MD
(39.28247, -76.657318)"
09/10/2017 07:13:00 PM,Medium,ED,BEHAVIOR CRISIS,P172532128,1300 N LUZERNE AV,"1300 N LUZERNE AV
BALTIMORE, MD
(39.306001, -76.581323)"
09/10/2017 09:15:00 PM,Medium,ND,BEHAVIOR CRISIS,P172532434,1400 UNION AV,"1400 UNION AV
BALTIMORE, MD
(39.332664, -76.638416)"
09/10/2017 07:04:00 PM,Medium,SD,BEHAVIOR CRISIS,P172532095,2800 CARVER RD,"2800 CARVER RD
BALTIMORE, MD
(39.247494, -76.6261)"
09/10/2017 07:19:00 PM,Medium,ED,BEHAVIOR CRISIS,P172532143,1300 N LUZERNE AV,"1300 N LUZERNE AV
BALTIMORE, MD
(39.306001, -76.581323)"
09/10/2017 02:54:00 PM,Medium,CD,BEHAVIOR CRISIS,P172531487,2100 MCCULLOH ST,"2100 MCCULLOH ST
BALTIMORE, MD
(39.308833, -76.635591)"
09/10/2017 08:15:00 PM,Medium,NW,BEHAVIOR CRISIS,P172532275,3700 BELLE AV,"3700 BELLE AV
BALTIMORE, MD
(39.333595, -76.67582)"
09/10/2017 04:57:00 PM,Medium,NW,BEHAVIOR CRISIS,P172531759,5300 MAPLE AV,"5300 MAPLE AV
BALTIMORE, MD
(39.351343, -76.677584)"
09/10/2017 02:35:00 PM,Medium,CD,BEHAVIOR CRISIS,P172531455,400 CUMMINGS CT,"400 CUMMINGS CT
BALTIMORE, MD
(39.30117, -76.62503)"
09/10/2017 07:33:00 PM,Medium,NE,BEHAVIOR CRISIS,P172532177,1400 NORTHGATE RD,"1400 NORTHGATE RD
BALTIMORE, MD
(39.344961, -76.594116)"
09/10/2017 10:28:00 AM,Medium,WD,BEHAVIOR CRISIS,P172530945,1000 W BALTIMORE ST,"1000 W BALTIMORE ST
BALTIMORE, MD
(39.288703, -76.633919)"
09/10/2017 11:19:00 AM,Medium,CD,BEHAVIOR CRISIS,P172531022,400 CUMMINGS CT,"400 CUMMINGS CT
BALTIMORE, MD
(39.30117, -76.62503)"
09/10/2017 10:00:00 AM,Medium,ED,BEHAVIOR CRISIS,P172530893,1300 N CHESTER ST,"1300 N CHESTER ST
BALTIMORE, MD
(39.305721, -76.588286)"
09/09/2017 11:03:00 PM,Medium,ND,BEHAVIOR CRISIS,P172523046,2400 CYLBURN AV,"2400 CYLBURN AV
BALTIMORE, MD
(39.350847, -76.660463)"
09/10/2017 12:28:00 AM,Medium,WD,BEHAVIOR CRISIS,P172530089,1600 LORMAN CT,"1600 LORMAN CT
BALTIMORE, MD
(39.303942, -76.643234)"
09/09/2017 08:41:00 PM,Medium,SW,BEHAVIOR CRISIS,P172522594,700 POPLAR GROVE ST,"700 POPLAR GROVE ST
BALTIMORE, MD
(39.295627, -76.664985)"
09/10/2017 07:12:00 AM,Medium,CD,BEHAVIOR CRISIS,P172530643,1500 N CHARLES ST,"1500 N CHARLES ST
BALTIMORE, MD
(39.306652, -76.616267)"
09/10/2017 03:18:00 AM,Medium,NW,BEHAVIOR CRISIS,P172530434,3800 PARKVIEW AV,"3800 PARKVIEW AV
BALTIMORE, MD
(39.339338, -76.705182)"
09/10/2017 06:19:00 AM,Medium,ND,BEHAVIOR CRISIS,P172530588,1200 WOODBOURNE AV,"1200 WOODBOURNE AV
BALTIMORE, MD
(39.354074, -76.597878)"
09/09/2017 06:29:00 PM,Medium,SW,BEHAVIOR CRISIS,P172522222,3300 CLIFTON AV,"3300 CLIFTON AV
BALTIMORE, MD
(39.311048, -76.672608)"
09/09/2017 05:29:00 PM,Medium,SW,BEHAVIOR CRISIS,P172522018,3200 WASHINGTON BL,"3200 WASHINGTON
BALTIMORE, MD
(39.25817, -76.662732)"
09/09/2017 06:20:00 PM,Medium,NW,BEHAVIOR CRISIS,P172522193,5200 LINDEN HEIGHTS AV,"5200 LINDEN HEIGHTS AV
BALTIMORE, MD
(39.343701, -76.682913)"
09/09/2017 03:04:00 PM,Medium,SD,BEHAVIOR CRISIS,P172521641,3800 BROOKLYN AV,"3800 BROOKLYN AV
BALTIMORE, MD
(39.233787, -76.601177)"
09/09/2017 03:16:00 PM,Medium,ED,BEHAVIOR CRISIS,P172521658,1300 N LUZERNE AV,"1300 N LUZERNE AV
BALTIMORE, MD
(39.306001, -76.581323)"
09/09/2017 03:12:00 PM,Medium,NE,BEHAVIOR CRISIS,P172521650,5200 LEITH RD,"5200 LEITH RD
BALTIMORE, MD
(39.353227, -76.590269)"
09/09/2017 03:10:00 PM,Medium,SW,BEHAVIOR CRISIS,P172521644,3400 FREDERICK AV,"3400 FREDERICK AV
BALTIMORE, MD
(39.281143, -76.673791)"
09/09/2017 02:19:00 PM,Medium,ED,BEHAVIOR CRISIS,P172521491,400 BLK E MONUMENT ST,"400 BLK E MONUMENT ST
BALTIMORE, MD
(39.297768, -76.609912)"
09/09/2017 10:03:00 AM,Medium,NE,BEHAVIOR CRISIS,P172520864,1900 WINFORD RD,"1900 WINFORD RD
BALTIMORE, MD
(39.352338, -76.582223)"
09/09/2017 05:29:00 AM,Medium,ED,BEHAVIOR CRISIS,P172520513,600 N CASTLE ST,"600 N CASTLE ST
BALTIMORE, MD
(39.297774, -76.588631)"
09/08/2017 04:27:00 PM,Medium,ED,BEHAVIOR CRISIS,P172511933,2400 E MADISON ST,"2400 E MADISON ST
BALTIMORE, MD
(39.299863, -76.583336)"
09/08/2017 02:00:00 PM,Medium,CD,BEHAVIOR CRISIS,P172511496,300 LIGHT ST,"300 LIGHT ST
BALTIMORE, MD
(39.284966, -76.613389)"
09/08/2017 06:45:00 PM,Medium,CD,BEHAVIOR CRISIS,P172512364,2500 EUTAW PL,"2500 EUTAW PL
BALTIMORE, MD
(39.315032, -76.63845)"
09/08/2017 10:39:00 AM,Medium,NE,BEHAVIOR CRISIS,P172510958,3500 CLIFTMONT AV,"3500 CLIFTMONT AV
BALTIMORE, MD
(39.319262, -76.565851)"
09/08/2017 11:00:00 AM,Medium,SE,BEHAVIOR CRISIS,P172511033,1600 BANK ST,"1600 BANK ST
BALTIMORE, MD
(39.286541, -76.59495)"
09/08/2017 03:12:00 PM,Medium,SD,BEHAVIOR CRISIS,P172511719,500 E PATAPSCO AV,"500 E PATAPSCO AV
BALTIMORE, MD
(39.236714, -76.603614)"
09/08/2017 12:17:00 PM,Medium,NE,BEHAVIOR CRISIS,P172511205,1600 PENTWOOD RD,"1600 PENTWOOD RD
BALTIMORE, MD
(39.347827, -76.587476)"
09/08/2017 06:21:00 PM,Medium,CD,BEHAVIOR CRISIS,P172512295,1900 PARK AV,"1900 PARK AV
BALTIMORE, MD
(39.311941, -76.628058)"
09/08/2017 06:34:00 PM,Medium,SW,BEHAVIOR CRISIS,P172512331,2600 W FAIRMOUNT AV,"2600 W FAIRMOUNT AV
BALTIMORE, MD
(39.288258, -76.658754)"
09/08/2017 11:05:00 AM,Medium,SD,BEHAVIOR CRISIS,P172511027,1100 RUSSELL ST,"1100 RUSSELL ST
BALTIMORE, MD
(39.277802, -76.625018)"
09/09/2017 02:03:00 AM,Medium,NW,BEHAVIOR CRISIS,P172520259,3900 LIBERTY HEIGHTS AV,"3900 LIBERTY HEIGHTS AV
BALTIMORE, MD
(39.32737, -76.682524)"
09/08/2017 09:33:00 AM,Medium,SE,BEHAVIOR CRISIS,P172510801,1800 S CLINTON ST,"1800 S CLINTON ST
BALTIMORE, MD
(39.271338, -76.569006)"
09/08/2017 10:01:00 AM,Medium,CD,BEHAVIOR CRISIS,P172510863,1700 MADISON AV,"1700 MADISON AV
BALTIMORE, MD
(39.306379, -76.631058)"
09/07/2017 10:26:00 PM,Medium,NW,BEHAVIOR CRISIS,P172502955,3900 PENHURST AV,"3900 PENHURST AV
BALTIMORE, MD
(39.33864, -76.681147)"
09/08/2017 01:47:00 AM,Medium,SE,BEHAVIOR CRISIS,P172510152,200 EAST ST,"200 EAST ST
BALTIMORE, MD
(39.294373, -76.60392)"
09/08/2017 10:57:00 AM,Medium,SE,BEHAVIOR CRISIS,P172511006,5500 E LOMBARD ST,"5500 E LOMBARD ST
BALTIMORE, MD
(39.293464, -76.550284)"
09/07/2017 09:55:00 PM,Medium,NW,BEHAVIOR CRISIS,P172502893,4100 W FOREST PARK AV,"4100 W FOREST PARK AV
BALTIMORE, MD
(39.324435, -76.687129)"
09/08/2017 05:59:00 PM,Medium,NE,BEHAVIOR CRISIS,P172512229,4800 ERDMAN AV,"4800 ERDMAN AV
BALTIMORE, MD
(39.307328, -76.559854)"
09/08/2017 06:14:00 AM,Medium,SW,BEHAVIOR CRISIS,P172510398,500 BRUNSWICK ST,"500 BRUNSWICK ST
BALTIMORE, MD
(39.279151, -76.659275)"
09/08/2017 04:29:00 AM,Medium,NW,BEHAVIOR CRISIS,P172510298,4100 FAIRVIEW AV,"4100 FAIRVIEW AV
BALTIMORE, MD
(39.322815, -76.686383)"
09/07/2017 04:54:00 PM,Medium,WD,BEHAVIOR CRISIS,P172501905,1800 LAURETTA AV,"1800 LAURETTA AV
BALTIMORE, MD
(39.294523, -76.64634)"
09/07/2017 03:57:00 PM,Medium,SD,BEHAVIOR CRISIS,P172501685,4200 PASCAL AV,"4200 PASCAL AV
BALTIMORE, MD
(39.227629, -76.592162)"
09/07/2017 08:01:00 PM,Medium,ED,BEHAVIOR CRISIS,P172502564,2100 E MONUMENT ST,"2100 E MONUMENT ST
BALTIMORE, MD
(39.298619, -76.587631)"
09/09/2017 10:20:00 AM,Medium,NW,BEHAVIOR CRISIS,P172520894,5600 BELLE AV,"5600 BELLE AV
BALTIMORE, MD
(39.33931, -76.702293)"
09/07/2017 04:45:00 PM,Medium,NW,BEHAVIOR CRISIS,P172501890,6100 BERKELEY AV,"6100 BERKELEY AV
BALTIMORE, MD
(39.365574, -76.683141)"
09/07/2017 04:53:00 PM,Medium,WD,BEHAVIOR CRISIS,P172501904,1900 W LEXINGTON ST,"1900 W LEXINGTON ST
BALTIMORE, MD
(39.290501, -76.647543)"
09/07/2017 08:07:00 PM,Medium,ND,BEHAVIOR CRISIS,P172502589,2400 W BELVEDERE AV,"2400 W BELVEDERE AV
BALTIMORE, MD
(39.354767, -76.662273)"
09/07/2017 04:12:00 PM,Medium,NE,BEHAVIOR CRISIS,P172501741,3000 KENYON AV,"3000 KENYON AV
BALTIMORE, MD
(39.32486, -76.568611)"
09/07/2017 11:28:00 AM,Medium,NW,BEHAVIOR CRISIS,P172500946,6000 METRO DR,"6000 METRO DR
BALTIMORE, MD
(39.347143, -76.707795)"
09/07/2017 12:10:00 PM,Medium,SW,BEHAVIOR CRISIS,P172501056,700 NOTTINGHAM RD,"700 NOTTINGHAM RD
BALTIMORE, MD
(39.294317, -76.702468)"
09/07/2017 02:15:00 AM,Medium,ND,BEHAVIOR CRISIS,P172500162,3000 WYLIE AV,"3000 WYLIE AV
BALTIMORE, MD
(39.341977, -76.665188)"
09/07/2017 09:23:00 AM,Medium,ED,BEHAVIOR CRISIS,P172500641,700 MELLO CT,"700 MELLO CT
BALTIMORE, MD
(39.298955, -76.598407)"
09/07/2017 08:40:00 AM,Medium,ED,BEHAVIOR CRISIS,P172500549,800 N LUZERNE AV,"800 N LUZERNE AV
BALTIMORE, MD
(39.300303, -76.580966)"
09/07/2017 01:38:00 PM,Medium,SW,BEHAVIOR CRISIS,P172501267,100 DENISON ST,"100 DENISON ST
BALTIMORE, MD
(39.288632, -76.676777)"
09/07/2017 01:25:00 PM,Medium,CD,BEHAVIOR CRISIS,P172501235,200 N CHARLES ST,"200 N CHARLES ST
BALTIMORE, MD
(39.291418, -76.615258)"
09/07/2017 11:50:00 AM,Medium,WD,BEHAVIOR CRISIS,P172501002,2700 BLK PENNSYLVANIA AV,"2700 BLK PENNSYLVANIA AV
BALTIMORE, MD
(39.312582, -76.645545)"
09/07/2017 01:08:00 AM,Medium,ED,BEHAVIOR CRISIS,P172500100,1300 N PATTERSON PARK AV,"1300 N PATTERSON PARK AV
BALTIMORE, MD
(39.305684, -76.585577)"
09/07/2017 07:14:00 PM,Medium,SD,BEHAVIOR CRISIS,P172502403,1500 RUSSELL ST,"1500 RUSSELL ST
BALTIMORE, MD
(39.274281, -76.627721)"
09/07/2017 08:47:00 PM,Medium,NE,BEHAVIOR CRISIS,P172502692,1400 WINSTON AV,"1400 WINSTON AV
BALTIMORE, MD
(39.350316, -76.593871)"
09/07/2017 12:24:00 AM,Medium,ED,BEHAVIOR CRISIS,P172500036,1300 N PATTERSON PARK AV,"1300 N PATTERSON PARK AV
BALTIMORE, MD
(39.305684, -76.585577)"
09/06/2017 09:50:00 PM,Medium,NE,BEHAVIOR CRISIS,P172492635,1500 CARSWELL ST,"1500 CARSWELL ST
BALTIMORE, MD
(39.323223, -76.59642)"
09/06/2017 06:39:00 PM,Medium,CD,BEHAVIOR CRISIS,P172492148,500 MCMECHEN ST,"500 MCMECHEN ST
BALTIMORE, MD
(39.304356, -76.631462)"
09/06/2017 04:54:00 PM,Medium,NE,BEHAVIOR CRISIS,P172491851,2400 PERRING MANOR RD,"2400 PERRING MANOR RD
BALTIMORE, MD
(39.371898, -76.567112)"
09/06/2017 04:10:00 PM,Medium,CD,BEHAVIOR CRISIS,P172491697,1600 BOLTON ST,"1600 BOLTON ST
BALTIMORE, MD
(39.3078, -76.627095)"
09/06/2017 04:25:00 PM,Medium,SW,BEHAVIOR CRISIS,P172491747,200 FONTHILL AV,"200 FONTHILL AV
BALTIMORE, MD
(39.284334, -76.662829)"
09/06/2017 02:35:00 PM,Medium,NW,BEHAVIOR CRISIS,P172491445,5800 NARCISSUS AV,"5800 NARCISSUS AV
BALTIMORE, MD
(39.353504, -76.688458)"
09/06/2017 02:53:00 PM,Medium,NE,BEHAVIOR CRISIS,P172491495,2400 PERRING MANOR RD,"2400 PERRING MANOR RD
BALTIMORE, MD
(39.371898, -76.567112)"
09/06/2017 12:46:00 PM,Medium,ND,BEHAVIOR CRISIS,P172491168,2400 W BELVEDERE AV,"2400 W BELVEDERE AV
BALTIMORE, MD
(39.354767, -76.662273)"
09/27/2017 05:04:00 PM,Medium,SW,BEHAVIOR CRISIS,P172702119,5100 GREENWICH AV,"5100 GREENWICH AV
BALTIMORE, MD
(39.290757, -76.708704)"
09/27/2017 05:19:00 PM,Medium,NW,BEHAVIOR CRISIS,P172702155,3900 WABASH AV,"3900 WABASH AV
BALTIMORE, MD
(39.329479, -76.665648)"
09/27/2017 10:08:00 AM,Medium,SW,BEHAVIOR CRISIS,P172700800,1100 WICKLOW RD,"1100 WICKLOW RD
BALTIMORE, MD
(39.29777, -76.690627)"
09/27/2017 05:47:00 PM,Medium,ND,BEHAVIOR CRISIS,P172702253,3900 ROLAND AV,"3900 ROLAND AV
BALTIMORE, MD
(39.336428, -76.632997)"
09/27/2017 09:51:00 PM,Medium,WD,BEHAVIOR CRISIS,P172702987,2700 W FRANKLIN ST,"2700 W FRANKLIN ST
BALTIMORE, MD
(39.293247, -76.661572)"
09/27/2017 03:34:00 PM,Medium,ED,BEHAVIOR CRISIS,P172701794,700 E 22ND ST,"700 E 22ND ST
BALTIMORE, MD
(39.314587, -76.608083)"
09/27/2017 04:09:00 PM,Medium,WD,BEHAVIOR CRISIS,P172701917,1600 LORMAN CT,"1600 LORMAN CT
BALTIMORE, MD
(39.303942, -76.643234)"
09/27/2017 10:10:00 AM,Medium,ND,BEHAVIOR CRISIS,P172700812,400 E 25TH ST,"400 E 25TH ST
BALTIMORE, MD
(39.318041, -76.610957)"
09/27/2017 10:22:00 AM,Medium,WD,BEHAVIOR CRISIS,P172700844,2400 PENNSYLVANIA AV,"2400 PENNSYLVANIA AV
BALTIMORE, MD
(39.309471, -76.641835)"
09/27/2017 10:05:00 AM,Medium,SE,BEHAVIOR CRISIS,P172700795,5100 EASTERN AV,"5100 EASTERN AV
BALTIMORE, MD
(39.287296, -76.551822)"
09/27/2017 10:54:00 AM,Medium,SE,BEHAVIOR CRISIS,P172700933,1800 PORTAL ST,"1800 PORTAL ST
BALTIMORE, MD
(39.271254, -76.535782)"
09/27/2017 06:06:00 AM,Medium,SW,BEHAVIOR CRISIS,P172700353,3300 CLIFTON AV,"3300 CLIFTON AV
BALTIMORE, MD
(39.311048, -76.672608)"
09/26/2017 08:44:00 PM,Medium,SW,BEHAVIOR CRISIS,P172692813,4400 FLOWERTON RD,"4400 FLOWERTON RD
BALTIMORE, MD
(39.29571, -76.691016)"
09/27/2017 09:17:00 PM,Medium,NE,BEHAVIOR CRISIS,P172702894,4800 GREENCREST RD,"4800 GREENCREST RD
BALTIMORE, MD
(39.321819, -76.538574)"
09/26/2017 09:06:00 PM,Medium,NE,BEHAVIOR CRISIS,P172692864,3700 PINEWOOD AV,"3700 PINEWOOD AV
BALTIMORE, MD
(39.356417, -76.53671)"
09/27/2017 04:07:00 AM,Medium,SE,BEHAVIOR CRISIS,P172700261,200 EAST ST,"200 EAST ST
BALTIMORE, MD
(39.294373, -76.60392)"
09/27/2017 08:49:00 AM,Medium,ND,BEHAVIOR CRISIS,P172700621,4800 KESWICK RD,"4800 KESWICK RD
BALTIMORE, MD
(39.350605, -76.630415)"
09/26/2017 09:58:00 PM,Medium,NE,BEHAVIOR CRISIS,P172692996,3700 PINEWOOD AV,"3700 PINEWOOD AV
BALTIMORE, MD
(39.356417, -76.53671)"
09/27/2017 08:58:00 AM,Medium,SD,BEHAVIOR CRISIS,P172700640,400 BLK HANOVER ST,"400 BLK HANOVER ST
BALTIMORE, MD
(39.283525, -76.616006)"
09/27/2017 09:20:00 PM,Medium,ND,BEHAVIOR CRISIS,P172702901,5100 CRAIG AV,"5100 CRAIG AV
BALTIMORE, MD
(39.350083, -76.606721)"
09/27/2017 07:35:00 AM,Medium,NW,BEHAVIOR CRISIS,P172700446,3900 BATEMAN AV,"3900 BATEMAN AV
BALTIMORE, MD
(39.318016, -76.68296)"
09/27/2017 07:57:00 AM,Medium,WD,BEHAVIOR CRISIS,P172700478,1000 W LEXINGTON ST,"1000 W LEXINGTON ST
BALTIMORE, MD
(39.290945, -76.63389)"
09/26/2017 10:26:00 PM,Medium,WD,BEHAVIOR CRISIS,P172693086,1400 W NORTH AV,"1400 W NORTH AV
BALTIMORE, MD
(39.310131, -76.641246)"
09/28/2017 12:17:00 AM,High,CD,BEHAVIOR CRISIS,P172710037,700 W BALTIMORE ST,"700 W BALTIMORE ST
BALTIMORE, MD
(39.289047, -76.627082)"
09/27/2017 06:46:00 PM,High,SW,BEHAVIOR CRISIS,P172702463,0 N ROCK GLEN RD,"0 N ROCK GLEN RD
BALTIMORE, MD
"
09/27/2017 06:20:00 PM,High,SW,BEHAVIOR CRISIS,P172702364,0 N ROCK GLEN RD,"0 N ROCK GLEN RD
BALTIMORE, MD
"
09/27/2017 06:00:00 PM,High,SW,BEHAVIOR CRISIS,P172702285,0 N ROCK GLEN RD,"0 N ROCK GLEN RD
BALTIMORE, MD
"
09/26/2017 07:10:00 PM,Medium,SE,BEHAVIOR CRISIS,P172692541,6800 BANK ST,"6800 BANK ST
BALTIMORE, MD
(39.288968, -76.531324)"
09/26/2017 02:35:00 PM,Medium,CD,BEHAVIOR CRISIS,P172691580,800 LINDEN AV,"800 LINDEN AV
BALTIMORE, MD
(39.298648, -76.62078)"
09/26/2017 02:32:00 PM,Medium,SD,BEHAVIOR CRISIS,P172691598,300 S FREMONT AV,"300 S FREMONT AV
BALTIMORE, MD
(39.285127, -76.626759)"
09/26/2017 12:20:00 PM,Medium,ND,BEHAVIOR CRISIS,P172691149,2400 CYLBURN AV,"2400 CYLBURN AV
BALTIMORE, MD
(39.350847, -76.660463)"
09/26/2017 06:02:00 PM,Medium,NE,BEHAVIOR CRISIS,P172692308,1200 GITTINGS AV,"1200 GITTINGS AV
BALTIMORE, MD
(39.370213, -76.593883)"
09/26/2017 04:31:00 PM,Medium,NE,BEHAVIOR CRISIS,P172691945,5400 HARFORD RD,"5400 HARFORD RD
BALTIMORE, MD
(39.351325, -76.562278)"
09/26/2017 02:09:00 PM,Medium,SW,BEHAVIOR CRISIS,P172691501,2600 W FAYETTE ST,"2600 W FAYETTE ST
BALTIMORE, MD
(39.288819, -76.6591)"
09/26/2017 05:32:00 PM,High,NW,BEHAVIOR CRISIS,P172692182,2900 RIDGEWOOD AV,"2900 RIDGEWOOD AV
BALTIMORE, MD
(39.339142, -76.670943)"
09/26/2017 01:18:00 PM,Medium,NW,BEHAVIOR CRISIS,P172691332,3900 BATEMAN AV,"3900 BATEMAN AV
BALTIMORE, MD
(39.318016, -76.68296)"
09/26/2017 12:08:00 PM,Medium,NW,BEHAVIOR CRISIS,P172691117,2600 ELSINORE AV,"2600 ELSINORE AV
BALTIMORE, MD
(39.317158, -76.679339)"
09/26/2017 01:25:00 PM,Medium,CD,BEHAVIOR CRISIS,P172691377,1900 MADISON AV,"1900 MADISON AV
BALTIMORE, MD
(39.308019, -76.633068)"
09/26/2017 04:27:00 PM,Medium,WD,BEHAVIOR CRISIS,P172691921,2500 LAURETTA AV,"2500 LAURETTA AV
BALTIMORE, MD
(39.294041, -76.65623)"
09/26/2017 01:46:00 PM,Medium,WD,BEHAVIOR CRISIS,P172691440,2000 W NORTH AV,"2000 W NORTH AV
BALTIMORE, MD
(39.309748, -76.650059)"
09/26/2017 08:29:00 PM,Medium,NE,BEHAVIOR CRISIS,P172692765,6500 MOYER AV,"6500 MOYER AV
BALTIMORE, MD
(39.358246, -76.545455)"
09/26/2017 06:41:00 PM,Medium,NE,BEHAVIOR CRISIS,P172692449,1200 GITTINGS AV,"1200 GITTINGS AV
BALTIMORE, MD
(39.370213, -76.593883)"
09/26/2017 11:18:00 AM,Medium,WD,BEHAVIOR CRISIS,P172690976,700 BAKER ST,"700 BAKER ST
BALTIMORE, MD
(39.307577, -76.641281)"
09/26/2017 08:40:00 PM,Medium,SD,BEHAVIOR CRISIS,P172692794,800 W HAMBURG ST,"800 W HAMBURG ST
BALTIMORE, MD
(39.280664, -76.62871)"
09/26/2017 11:52:00 AM,Medium,NW,BEHAVIOR CRISIS,P172691082,2600 ELSINORE AV,"2600 ELSINORE AV
BALTIMORE, MD
(39.317158, -76.679339)"
09/26/2017 04:16:00 AM,Medium,NE,BEHAVIOR CRISIS,P172690278,6500 MOYER AV,"6500 MOYER AV
BALTIMORE, MD
(39.358246, -76.545455)"
